GenericArticleId,RelevanceScore,PMID,DOI,PublicationDate,IsReview,Title,Author,Journal,Citation,ChemicalName,DiseaseName,GeneSymbolName,u,v,NeighborName,OrderingByCooccurrenceScore,QueryArticleCount,NeighborArticleCount,TotalArticleCount,EffectiveTotalArticleCount,ArticleCount,CooccurrenceScore
2541604,250,25400062,10.1161/circulationaha.114.013570,2015-01-06,FALSE,Prasugrel plus aspirin beyond 12 months is associated with improved outcomes after TAXUS Liberté paclitaxel-eluting coronary stent placement,"Kirk N Garratt, W Douglas Weaver, Ronald G Jenkins, Thomas K Pow, Laura Mauri, Dean J Kereiakes, Kenneth J Winters, Thomas Christen, Dominic J Allocco, David P Lee",Circulation,2015 Jan; 131(1):62-73,aspirin,,tissue plasminogen activator,2244,EC:3.4.21.68,t-plasminogen activator,TRUE,20091,7940,34603510,4572961,444,18402
2787293,250,26067893,10.1164/rccm.201412-2278oc,2015-09-15,FALSE,Cytokines in Chronic Rhinosinusitis. Role in Eosinophilia and Aspirin-exacerbated Respiratory Disease,"Whitney W Stevens, Christopher J Ocampo, Sergejs Berdnikovs, Masafumi Sakashita, Mahboobeh Mahdavinia, Lydia Suh, Tetsuji Takabayashi, James E Norton, Kathryn E Hulse, David B Conley, Rakesh K Chandra, Bruce K Tan, Anju T Peters, Leslie C Grammer, Atsushi Kato, Kathleen E Harris, Roderick G Carter, Shigeharu Fujieda, Robert C Kern, Robert P Schleimer",American journal of respiratory and critical care medicine,2015 Sep; 192(6):682-94,aspirin,,tissue plasminogen activator,2244,EC:3.4.21.68,t-plasminogen activator,TRUE,20091,7940,34603510,4572961,444,18402
441255,245,20678878,10.1016/j.jvs.2010.04.027,2010-10-01,FALSE,"Results of the randomized, placebo-controlled clopidogrel and acetylsalicylic acid in bypass surgery for peripheral arterial disease (CASPAR) trial","Jill J F Belch, John Dormandy, G M Biasi, B M Biasi, M Cairols, C Diehm, B Eikelboom, J Golledge, A Jawien, M Lepäntalo, L Norgren, W R Hiatt, J P Becquemin, D Bergqvist, D Clement, I Baumgartner, E Minar, P Stonebridge, F Vermassen, L Matyas, A Leizorovicz",Journal of vascular surgery,"2010 Oct; 52(4):825-33, 833.e1",acetylsalicylic acid,,tissue plasminogen activator,2244,EC:3.4.21.68,t-plasminogen activator,TRUE,20091,7940,34603510,4572961,444,18402
5360163,170,33724327,10.1001/jama.2020.26867,2021-03-16,TRUE,Diagnosis and Management of Transient Ischemic Attack and Acute Ischemic Stroke: A Review,"Scott J Mendelson, Shyam Prabhakaran",JAMA,2021 Mar; 325(11):1088-1098,aspirin,,tissue plasminogen activator,2244,EC:3.4.21.68,t-plasminogen activator,TRUE,20091,7940,34603510,4572961,444,18402
5899893,165,34951042,10.1002/ana.26287,2021-12-24,FALSE,Bleeding Risk of Dual Antiplatelet Therapy after Minor Stroke or TIA,"Anxin Wang, Xia Meng, Xue Tian, S Claiborne Johnston, Hao Li, Philip M Bath, Yingting Zuo, Xuewei Xie, Jing Jing, Jinxi Lin, Yilong Wang, Xingquan Zhao, Zixiao Li, Yong Jiang, Liping Liu, Feng Wang, Ying Li, Jingyao Liu, Yongjun Wang",Annals of neurology,2021 Dec; ?(?):,aspirin,,tissue plasminogen activator,2244,EC:3.4.21.68,t-plasminogen activator,TRUE,20091,7940,34603510,4572961,444,18402
5208010,160,33297751,10.1161/atvbaha.120.315109,2021-02-01,FALSE,Targeting Thymidine Phosphorylase With Tipiracil Hydrochloride Attenuates Thrombosis Without Increasing Risk of Bleeding in Mice,"Adam Belcher, Abu Hasanat Md Zulfiker, Oliver Qiyue Li, Hong Yue, Anirban Sen Gupta, Wei Li","Arteriosclerosis, thrombosis, and vascular biology",2021 02; 41(2):668-682,aspirin,,tissue plasminogen activator,2244,EC:3.4.21.68,t-plasminogen activator,TRUE,20091,7940,34603510,4572961,444,18402
4046521,155,30788948,10.12047/j.cjap.5664.2018.085,2018-04-08,FALSE,[Antithrombotic effects of recombinant hirudin in mice and its mechanism],"Wen-Li Cao, Jing Li",Zhongguo ying yong sheng li xue za zhi = Zhongguo yingyong shenglixue zazhi = Chinese journal of applied physiology,2018 Apr; 34(4):371-374,aspirin,,tissue plasminogen activator,2244,EC:3.4.21.68,t-plasminogen activator,TRUE,20091,7940,34603510,4572961,444,18402
5338022,110,33655934,10.1097/md.0000000000024698,2021-03-05,FALSE,Two cases of rt-PA with dual antiplatelet therapies with capsular warning syndrome,"Xiaofan Xue, Heng Zhou, Lichun Zhou",Medicine,2021 Mar; 100(9):e24698,aspirin,,tissue plasminogen activator,2244,EC:3.4.21.68,t-plasminogen activator,TRUE,20091,7940,34603510,4572961,444,18402
5194283,270,33258099,10.1007/s43441-020-00156-w,2020-11-01,TRUE,A Systematic Review of the Efficacy and Safety of Aspirin When Delivered at Different Medication Times for the Primary and Secondary Prevention of Cardiovascular and Cerebrovascular Diseases,"Boya Zhou, Qiaoyu Wang, Zhigang Zhao, Xin Feng",Therapeutic innovation & regulatory science,2020 11; 54(6):1339-1348,aspirin,,c-reactive protein,2244,crp,c-reactive protein,TRUE,20091,42771,34603510,4572961,595,18127
3422312,265,35186231,10.1155/2022/4708572,2022-01-01,FALSE,The Clinical Efficacy of Tirofiban Combined with Ticagrelor and Aspirin in Treating Acute Myocardial Infarction by Percutaneous Coronary Intervention and Its Effect on Patients' Cardiac Function,"Rui Peng, Feng Li",Journal of healthcare engineering,2022; 2022(?):4708572,aspirin,,c-reactive protein,2244,crp,c-reactive protein,TRUE,20091,42771,34603510,4572961,595,18127
3490808,265,35372727,10.4103/bc.bc_75_21,2022-01-01,FALSE,Aspirin resistance and blood biomarkers in predicting ischemic stroke recurrence: An exploratory study,"Prerana Dash, Varun Kumar Singh, Deepa Gautam, Abhishek Pathak, Anand Kumar, Surendra Pratap Mishra, Debabrata Dash, Vijay Nath Mishra, Deepika Joshi, Rameshwar Nath Chaurasia",Brain circulation,2022 Jan; 8(1):31-37,aspirin,,c-reactive protein,2244,crp,c-reactive protein,TRUE,20091,42771,34603510,4572961,595,18127
3493162,265,35381686,10.3803/enm.2021.1353,2022-04-06,FALSE,Comparative Study of Ex Vivo Antiplatelet Activity of Aspirin and Cilostazol in Patients with Diabetes and High Risk of Cardiovascular Disease,"Sangmo Hong, Woo Je Lee, Cheol-Young Park","Endocrinology and metabolism (Seoul, Korea)",2022 Apr; ?(?):,aspirin,,c-reactive protein,2244,crp,c-reactive protein,TRUE,20091,42771,34603510,4572961,595,18127
3503962,265,35410433,10.1186/s13063-022-06200-4,2022-04-11,FALSE,Efficacy and safety of lumbrokinase plus aspirin versus aspirin alone for acute ischemic stroke (LUCENT): study protocol for a multicenter randomized controlled trial,"Ying Chen, Yan Liu, Jingjing Zhang, Kehua Zhou, Xuecheng Zhang, Hengheng Dai, Baolin Yang, Hongcai Shang",Trials,2022 Apr; 23(1):285,aspirin,,c-reactive protein,2244,crp,c-reactive protein,TRUE,20091,42771,34603510,4572961,595,18127
5844391,265,34800208,10.1007/s10557-021-07295-8,2021-11-20,FALSE,Impact of Calcium Channel Blockers on Aspirin Reactivity in Patients with Coronary Artery Disease,"Afek Kodesh, Eli Lev, Dorit Leshem-Lev, Alejandro Solodky, Ran Kornowski, Leor Perl",Cardiovascular drugs and therapy,2021 Nov; ?(?):,aspirin,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
4276740,255,31391176,10.1136/annrheumdis-2019-215486,2019-11-01,FALSE,Vasodilators and low-dose acetylsalicylic acid are associated with a lower incidence of distinct primary myocardial disease manifestations in systemic sclerosis: results of the DeSScipher inception cohort study,"Gabriele Valentini, Dörte Huscher, Antonella Riccardi, Serena Fasano, Rosaria Irace, Valentina Messiniti, Marco Matucci-Cerinic, Serena Guiducci, Oliver Distler, Britta Maurer, Jérôme Avouac, Ingo H Tarner, Marc Frerix, Gabriela Riemekasten, Elise Siegert, László Czirják, Veronika Lóránd, Christopher P Denton, Svetlana Nihtyanova, Ulrich A Walker, Veronika K Jaeger, Francesco Del Galdo, Giuseppina Abignano, Lidia P Ananieva, Ana Maria Gherghe, Carina Mihai, Joerg Christoph Henes, Tim Schmeiser, Alessandra Vacca, Sergey Moiseev, Ivan Foeldvari, Armando Gabrielli, Brigitte Krummel-Lorenz, Simona Rednic, Yannick Allanore, Ulf Müeller-Ladner",Annals of the rheumatic diseases,2019 11; 78(11):1576-1582,acetylsalicylic acid,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
4550083,255,31780809,10.1038/s41598-019-54390-w,2019-11-28,FALSE,"Clopidogrel plus Aspirin Use is Associated with Worse Long-Term Outcomes, but Aspirin Use Alone is Safe in Patients with Vasospastic Angina: Results from the VA-Korea Registry, A Prospective Multi-Center Cohort","Seong-Sik Cho, Sang-Ho Jo, Seung Hwan Han, Kwan Yong Lee, Sung-Ho Her, Min-Ho Lee, Won-Woo Seo, Sung Eun Kim, Tae-Hyun Yang, Keun-Ho Park, Jung-Won Suh, Byoung-Kwon Lee, Seung-Woon Rha, Hyeon-Cheol Gwon, Sang Hong Baek",Scientific reports,2019 11; 9(1):17783,aspirin,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
2520023,250,25339607,10.1111/jgh.12805,2015-02-01,FALSE,"Risk of peptic ulcer bleeding associated with Helicobacter pylori infection, nonsteroidal anti-inflammatory drugs, low-dose aspirin, and antihypertensive drugs: a case-control study","Naoyoshi Nagata, Ryota Niikura, Katsunori Sekine, Toshiyuki Sakurai, Takuro Shimbo, Yoshihiro Kishida, Shohei Tanaka, Tomonori Aoki, Hidetaka Okubo, Kazuhiro Watanabe, Chizu Yokoi, Junichi Akiyama, Mikio Yanase, Masashi Mizokami, Naomi Uemura",Journal of gastroenterology and hepatology,2015 Feb; 30(2):292-8,aspirin,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
2801442,250,26105589,10.1016/j.dld.2015.05.020,2015-09-01,FALSE,Proton pump inhibitors are associated with lower gastrointestinal tract bleeding in low-dose aspirin users with ischaemic heart disease,"Kazumasa Miyake, Teppei Akimoto, Yuriko Hanada, Hiroyuki Nagoya, Yasuhiro Kodaka, Nobue Ueki, Masafumi Kusunoki, Tetsuro Kawagoe, Seiji Futagami, Yasuhiro Takahashi, Hitoshi Takano, Choitsu Sakamoto",Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2015 Sep; 47(9):757-62,aspirin,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
3758687,175,35787862,10.1016/j.mayocp.2022.02.027,2022-07-01,TRUE,Lowering and Raising Serum Urate Levels: Off-Label Effects of Commonly Used Medications,"Nicole Leung, Kevin Yip, Michael H Pillinger, Michael Toprover",Mayo Clinic proceedings,2022 Jul; 97(7):1345-1362,aspirin,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
5829451,175,34759230,10.1097/cm9.0000000000001875,2021-11-10,TRUE,Association between common cardiovascular drugs and depression,"Shu-Hui Tao, Xue-Qun Ren, Li-Jun Zhang, Mei-Yan Liu",Chinese medical journal,2021 Nov; 134(22):2656-2665,aspirin,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
3228261,165,34958683,10.1002/jcph.2016,2021-12-27,FALSE,Clinical and pharmacological parameters determine relapse during clopidogrel treatment of acute coronary syndrome,"Marta Santana-Mateos, José M Medina-Gil, Pedro Saavedra-Santana, Efrén Martínez-Quintana, Fayna Rodríguez-González, Antonio Tugores",Journal of clinical pharmacology,2021 Dec; ?(?):,aspirin,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
5878084,165,34890773,10.1016/j.phrs.2021.106024,2021-12-07,FALSE,The association between cardiovascular drugs and depression/anxiety in patients with cardiovascular disease: A meta-analysis,"Lijun Zhang, Yanping Bao, Shuhui Tao, Yimiao Zhao, Meiyan Liu",Pharmacological research,2021 Dec; 175(?):106024,aspirin,,calcium channel,2244,cacna1i,calcium voltage-gated channel subunit alpha1 i,TRUE,20091,23724,34603510,4572961,468,16056
4606637,255,31923768,10.1016/j.ahj.2019.11.003,2020-02-01,FALSE,The effect of metoprolol and aspirin on cardiovascular risk in bereavement: A randomized controlled trial,"Geoffrey H Tofler, Marie-Christine Morel-Kopp, Monica Spinaze, Jill Dent, Christopher Ward, Sharon McKinley, Anastasia S Mihailidou, Jennifer Havyatt, Victoria Whitfield, Roger Bartrop, Judith Fethney, Holly G Prigerson, Thomas Buckley",American heart journal,2020 02; 220(?):264-272,aspirin,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
4770561,255,32353222,10.4274/balkanmedj.galenos.2020.2020.1.128,2020-08-11,FALSE,Drug-eluting Vein Graft with Acetylsalicylic Acid-Ticagrelor-Unfractionated Heparin Complex Inhibits Early Graft Thrombosis,"Ercan Akşit, Tolga Kurt, Başak Büyük, Ömer Çokkalender",Balkan medical journal,2020 08; 37(5):269-275,acetylsalicylic acid,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
5051060,255,32866112,10.1515/cclm-2020-0737,2020-08-31,FALSE,Comparison of acetylsalicylic acid and clopidogrel non-responsiveness assessed by light transmittance aggregometry and PFA-100® in patients undergoing neuroendovascular procedures,"Christina C Rolling, Julia Tomada, Andreas M Frölich, Brigitte Holst, Katharina Holstein, Minna Voigtländer, Snjezana Janjetovic, Munif Haddad, Thomas Renné, Jens Fiehler, Carsten Bokemeyer, Thierry Rolling, Florian Langer",Clinical chemistry and laboratory medicine,2020 08; 59(2):383-392,acetylsalicylic acid,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
11496514,255,29115440,10.3892/mmr.2017.7879,2018-01-01,FALSE,Aspirin ameliorates cerebral infarction through regulation of TLR4/NF‑κB‑mediated endoplasmic reticulum stress in mouse model,"Xin Wang, Bin Shen, Dezhou Sun, Xiangyu Cui",Molecular medicine reports,2018 Jan; 17(1):479-487,aspirin,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
9496610,252,12781799,10.1016/s0369-8114(03)00038-5,2003-04-01,TRUE,"Platelet-mediated microvascular inflammation and thrombosis in thrombocythemia vera: a distinct aspirin-responsive arterial thrombophilia, which transforms into a bleeding diathesis at increasing platelet counts",J J Michiels,Pathologie-biologie,2003 Apr; 51(3):167-75,aspirin,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
1453881,250,22995532,10.1016/j.thromres.2012.08.312,2012-11-01,FALSE,Shear-induced platelet aggregation in aspirin-treated patients: initial experience with the novel PlaCor PRT device,"Morten Würtz, Anne-Mette Hvas, Lise N Wulff, Steen D Kristensen, Erik L Grove",Thrombosis research,2012 Nov; 130(5):753-8,aspirin,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
3411119,165,35157766,10.1182/blood.2021012896,2022-02-14,FALSE,Deletion of platelet CLEC-2 decreases GPIba-mediated integrin aIIbb3 activation and decreases thrombosis in TTP,"Bojing Shao, Christopher M Hoover, Huiping Shi, Yuji Kondo, Robert H Lee, Junmei Chen, Xindi Shan, Jianhua Song, Michael McDaniel, Meixiang Zhou, Samuel McGee, Karen Vanhoorelbeke, Wolfgang Bergmeier, José A López, James N George, Lijun Xia",Blood,2022 Feb; ?(?):,aspirin,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
5893573,165,34935423,10.1128/spectrum.00735-21,2021-12-22,FALSE,SARS-CoV-2 Spike Protein Destabilizes Microvascular Homeostasis,"Soumya Panigrahi, Tamal Goswami, Brian Ferrari, Christopher J Antonelli, Douglas A Bazdar, Hannah Gilmore, Michael L Freeman, Michael M Lederman, Scott F Sieg",Microbiology spectrum,2021 Dec; ?(?):e0073521,aspirin,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
5895415,165,34940584,10.3390/metabo11120826,2021-11-30,FALSE,Plasma Fibrinogen Independently Predicts Hypofibrinolysis in Severe COVID-19,"Diana Schrick, Margit Tőkés-Füzesi, Barbara Réger, Tihamér Molnár",Metabolites,2021 Nov; 11(12):,aspirin,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
5188130,160,33242045,10.1039/d0lc00756k,2021-01-05,FALSE,Microfluidic assay of antiplatelet agents for inhibition of shear-induced platelet adhesion and activation,"Shekh Mojibur Rahman, Vladimir Hlady",Lab on a chip,2021 01; 21(1):174-183,acetylsalicylic acid,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
5270824,160,33468191,10.1186/s13020-021-00424-3,2021-01-19,FALSE,Anti-platelet aggregation of Panax notoginseng triol saponins by regulating GP1BA for ischemic stroke therapy,"Zhi-Yi Xu, Yang Xu, Xiao-Fang Xie, Yin Tian, Jun-Hui Sui, Yong Sun, Da-Sheng Lin, Xing Gao, Cheng Peng, Yu-Jiang Fan",Chinese medicine,2021 Jan; 16(1):12,aspirin,,von willebrand factor,2244,vwf,von willebrand factor,TRUE,20091,10128,34603510,4572961,344,13711
5806927,265,34693854,10.1080/00365521.2021.1990396,2021-10-23,FALSE,The effect of aspirin in patients with nonvaricose upper gastrointestinal bleeding and risk factors analysis,"Ding Peng, Mei Zhang",Scandinavian journal of gastroenterology,2021 Oct; ?(?):1-5,aspirin,,inr,2244,inr,insulin-like receptor,TRUE,20091,3605,34603510,4572961,294,13699
1601345,260,23404744,10.1136/postgradmedj-2012-131386,2013-06-01,TRUE,Antithrombotic therapy in atrial fibrillation: aspirin is rarely the right choice,"Ian N Sabir, Gareth D K Matthews, Christopher L-H Huang",Postgraduate medical journal,2013 Jun; 89(1052):346-51,aspirin,,inr,2244,inr,insulin-like receptor,TRUE,20091,3605,34603510,4572961,294,13699
3058577,260,26826501,10.1016/j.thromres.2015.12.013,2016-02-01,TRUE,Risk of major bleeding in patients receiving vitamin K antagonists or low doses of aspirin. A systematic review and meta-analysis,"Fernando J Vazquez, Joaquín P Gonzalez, Gregoire LeGal, Marc Carrier, Esteban Gándara",Thrombosis research,2016 Feb; 138(?):1-6,aspirin,,inr,2244,inr,insulin-like receptor,TRUE,20091,3605,34603510,4572961,294,13699
7432612,260,28063671,10.1016/j.ijcard.2016.12.055,2017-03-01,TRUE,Meta-analysis of major bleeding events on aspirin versus vitamin K antagonists in randomized trials,"P Ambrosi, A Daumas, P Villani, R Giorgi",International journal of cardiology,2017 Mar; 230(?):572-576,aspirin,,inr,2244,inr,insulin-like receptor,TRUE,20091,3605,34603510,4572961,294,13699
4523899,255,31711580,10.1016/j.transproceed.2019.04.099,2019-11-01,FALSE,Early Aspirin Nonresponders Identification by Routine Use of Aggregometry Test in Patients With Left Ventricle Assist Devices Reduces the Risk of Pump Thrombosis,"A Montalto, M Comisso, A Cammardella, Francesca Nicolò, R Gherli, A Palermo, F Pulcinelli, F Musumeci",Transplantation proceedings,2019 Nov; 51(9):2986-2990,acetylsalicylic acid; aspirin,,inr,2244,inr,insulin-like receptor,TRUE,20091,3605,34603510,4572961,294,13699
5692203,170,34384617,10.1016/j.cpcardiol.2021.100940,2021-07-24,TRUE,Triple Antithrombotic Therapy in Patients With Left Ventricular Assist Devices,"Selim R Krim, Amanda Bennett, Michael Pfeffer, Patrick T Campbell, Steven Thai, Brooke Baetz, James Wever-Pinzon, Clement Eiswirth, Sapna Desai, Hector O Ventura",Current problems in cardiology,2021 Jul; ?(?):100940,aspirin,,inr,2244,inr,insulin-like receptor,TRUE,20091,3605,34603510,4572961,294,13699
