,m/z,theoretical_mz,ppm,precursor_type,name,formula,exact_mass,cas,biocyc,chebi,chembl,drugbank,hmdb,kegg,knapsack,lipidbank,lipidmaps,metabolights,pubchem,wikipedia
MSI00181,248.2051,248.2014,15,[M+H]+,beta-Sanshool,C16H25NO,247.193614421,10076-00-3,,CHEBI:66166,,,,,,,LMFA08020167,,6506170,
MSI00183,250.9909,250.9905,2,[M]+,8-Chloro-7-chloromethoxynaphthalene-2-carbonitrile,C12H7Cl2NO,250.9904692,247133-17-1,,,,,,,,,,,18536466,
MSI00184,383.0772,383.0767,1,[M+H]+,12a-Hydroxypachyrrhizone,C20H14O8,382.0688674,28768-44-7,,CHEBI:191831,,,HMDB0030774,,,,LMPK12060037,,5318311,
MSI00187,899.0356,899.0400,5,[M+NH4]+,Disodium;chromium(3+);hydron;3-oxido-4-[(2-oxidonaphthalen-1-yl)diazenyl]naphthalene-1-sulfonate,C40H23CrN4Na2O10S2,881.005604,12392-64-2,,,,,,,,,,,138394664,
MSI00189,726.9942,726.9920,3,[M+H-H2O]+,"25,26,27,28-Tetrahydroxypentacyclo[19.3.1.1~3,7~.1~9,13~.1~15,19~]octacosa-1(25),3(28),4,6,9(27),10,12,15(26),16,18,21,23-Dodecaene-5,11,17,23-Tetrasulfonic Acid",C28H24O16S4,743.99471937,189397-70-4; 112269-92-8,,,,,,,,,,,644084,
MSI00191,893.5382,893.5415,4,[M+H]+,Zeaxanthin diglucoside/Zeaxanthin beta-D-diglucoside,C52H76O12,892.53367786,,,CHEBI:186330,,,,,,,LMPR01070099,,16186343,
MSI00192,296.2334,296.2351,6,[M]+,"(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid",C18H32O3,296.23514488,29623-28-7,,CHEBI:34154,,DB06926,HMDB0004667,,,,LMFA02000228,,6443013,13-Hydroxyoctadecadienoic_acid
MSI00193,390.1266,390.1300,9,[M-H2O+NH4]+,Dopaxanthin,C18H18N2O8,390.1063,,,,,,,C08543,,,,,,
MSI00194,424.0597,424.0593,1,[M]+,"2-Oxo-2-(phenylformohydrazido)ethyl 4-(2,4-dichlorophenoxy)butanoate",C19H18Cl2N2O5,424.0592771,784184-58-3,,,,,,,,,,,3936869,
MSI00195,524.1455,524.1440,3,[M]+,"(2R)-2-[(6-acetyl-1,3-benzodioxol-5-yl)-(2-thiophen-2-ylacetyl)amino]-N-cyclohexyl-2-thiophen-2-ylacetamide",C27H28N2O5S2,524.14396435,,,,,,,,,,,,1437642,
MSI00196,726.8762,726.8785,3,[M+H-2H2O]+,CID 3676513,C20H40Cl2Fe2N4Ni2S4,761.891842,,,,,,,,,,,,3676513,
MSI00198,863.0684,863.0670,2,[M+NH4]+,"(3aS,6S,6aS,9aR,10aS,10bR)-2-(4-chlorophenyl)-6-(2,3-dibromo-4-hydroxy-5-methoxyphenyl)-8-(4-methylanilino)-6a-phenyl-4,6,9a,10,10a,10b-hexahydro-3aH-isoindolo[5,6-e]isoindole-1,3,7,9-tetrone",C40H32Br2ClN3O6,845.03259,,,,,,,,,,,,6653438,
MSI00199,313.0706,313.0710,2,[M+H-H2O]+,Aflatoxin G2,C17H14O7,330.074,,,,,,,C16754,,,,,,
MSI00200,327.0532,327.0538,2,[M]+,CID 23333687,C13H9N7O2S,327.05384373,,,,,,,,,,,,23333687,
MSI00201,478.9842,478.9835,1,[M+H]+,"2-(2-chloro-4-iodophenylamino)-N-cyclopropylmethoxy-3,4-difluorobenzamide",C17H14ClF2IN2O2,477.97566,212631-79-3,,CHEBI:91353,,DB12429,,,,,,,6918454,
MSI00202,546.1878,546.1858,4,[M+H]+,C.I. Acid Blue 1,C27H33N2O6S2+,545.17800412,10191-30-7; 116-95-0,,,,,HMDB0059960,,,,,,8508,
MSI00203,766.3541,766.3541,0,[M]+,OKODiA-PI,C35H59O16P,766.35407279,,,CHEBI:185762,,,,,,,LMGP20050030,,134812447,
MSI00204,387.1075,387.1080,1,[M+H]+,5'-Oxoaverantin,C20H18O8,386.1002,,,,,,,C20502,,,,,,
MSI00205,395.1103,395.1110,1,[M+Na]+,(1'S)-Averantin,C20H20O7,372.1209,,,,,,,C20499,,,,,,
MSI00206,877.1551,877.1390,18,[M-H2O+NH4]+,S-(5-Hydroxy-2-furoyl)-CoA,C26H38N7O19P3S,877.1156,,,,,,,C03724,,,,,,
MSI00207,387.1435,387.1444,2,[M+H]+,"(7'R*,8'S*)-Methyl 4,7'-epoxy-3,8'-bilign-7-ene-4',9'-dihydroxy-3',5-dimethoxy-9-oate",C21H22O7,386.13655304,107296-48-0,,CHEBI:173284,,,HMDB0034629,,,,,,131751594,
MSI00208,819.1026,819.1072,6,[M+Na]+,CID 12872940,C34H38N4O8RuS2,796.117447,,,,,,,,,,,,12872940,
MSI00210,558.1045,558.0990,11,[M+Na]+,Cyanidin 3-O-(6-O-malonyl-beta-D-glucoside),C24H23O14,535.1088,,,,,,,C12643,,,,,,
MSI00211,726.8655,726.8683,4,[M+Na]+,Bismuth subcitrate,C12H10BiK3O14,703.87857,57644-54-9,,,,,,,,,,,10101269,Bismuth_subcitrate
MSI00212,769.1286,769.1252,4,[M+H]+,"Quercetin 3-O-(2'',3''-digalloyl)-beta-D-galactopyranoside",C35H28O20,768.11739328,,,CHEBI:66287,,,,,,,,,6918832,
MSI00213,353.1327,353.1260,18,[M]+,Protopine,C20H19NO5,353.1263,,,,,,,C05189,,,,,,
MSI00214,265.1546,265.1552,2,[M+H]+,CID 6993119,C14H20N2O3,264.1473925,3918-92-1,,,,,HMDB0029134,,,,,,6993119,
MSI00215,358.1046,358.1080,9,[M+H-2H2O]+,Dihydromacarpine,C22H19NO6,393.1212,,,,,,,C05316,,,,,,
MSI00216,425.1207,425.1209,1,[M]+,(E)-1-[4-(4-fluorophenyl)sulfonylpiperazin-1-yl]-3-quinolin-2-ylprop-2-en-1-one,C22H20FN3O3S,425.12094084,,,CHEBI:114931,,,,,,,,,2541773,
MSI00217,375.1075,375.1110,8,[M+H-H2O]+,Macarpine,C22H18NO6,392.1134,,,,,,,C06165,,,,,,
MSI00218,423.3988,423.3991,1,[M+H-H2O]+,23-Ethyl-26-methyl-24-methylene-cholest-5-en-3beta-ol,C31H52O,440.401816278,,,CHEBI:173010,,,,,,,LMST01031056,,52931363,
MSI00219,442.0981,442.1030,11,[M+H-2H2O]+,8-Methylthiooctyl glucosinolate,C16H31NO9S3,477.1161,,,,,,,C17254,,,,,,
MSI00224,208.0605,208.0610,2,[M]+,N-benzyloxycarbonylglycinate,C10H10NO4-,208.0609828,,,CHEBI:368997,,,,,,,,,3143038,
MSI00225,325.1524,325.1525,0,[M]+,Capobenic acid,C16H23NO6,325.15253745,21434-91-3,,CHEBI:135388,,,,,,,,,30627,
MSI00226,363.0688,363.0678,3,[M]+,"4-[(2-Hydroxyanilino)methylidene]-2-(2-thiazolyl)isoquinoline-1,3-dione",C19H13N3O3S,363.06776246,,,CHEBI:105810,,,,,,,,,2390020,
MSI00227,419.1335,419.1337,1,[M]+,1-(4-Methoxyphenyl)-3-[4-methyl-3-(1-piperidinylsulfonyl)phenyl]thiourea,C20H25N3O3S2,419.13373402,,,CHEBI:111217,,,,,,,,,4832851,
MSI00230,747.1407,747.1401,1,[M-H2O+NH4]+,UDP-N-acetyl-alpha-D-muramoyl-L-alaninate(3-),C23H33N4O20P2-3,747.11633845,,,CHEBI:83898,,,,,,,,,25245974,
MSI00231,192.9984,192.9991,4,[M+H]+,Polonium-192,Po,191.9913,,,CHEBI:37352,,,,,,,,,24755519,
MSI00232,235.1076,235.1080,3,[M+H-2H2O]+,Bacilysin,C12H18N2O5,270.1216,,,,,,,C20942,,,,,,
MSI00233,375.1339,375.1331,2,[M]+,2-(2-ethoxyphenyl)-8-oxo-9-phenyl-7H-purine-6-carboxamide,C20H17N5O3,375.13313942,,,CHEBI:120451,,,,,,,,,3245299,
MSI00234,437.0699,437.0702,1,[M]+,CID 5641679,C16H17N6O5S2,437.07018501,,,,,,,,,,,,5641679,
MSI00235,441.0277,441.0284,2,[M]+,5-Bromo-6-(2-imidazolin-2-ylamino)quinoxaline D-tartrate (1:1),C15H16BrN5O6,441.0284,,,CHEBI:51157,,,,,,,,,25137926,
MSI00236,480.1559,480.1470,19,[M-H2O+NH4]+,Staphyloferrin A,C17H24N2O14,480.1228,,,,,,,C22102,,,,,,
MSI00237,521.1515,521.1511,1,[M]+,CID 22632882,C26H21F2N5O5,521.15107511,,,,,,,,,,,,22632882,
MSI00238,592.2686,592.2770,15,[M+NH4]+,8-Ethyl-12-methylbacteriochlorophyllide d,C33H34MgN4O4,574.243,,,,,,,C21431,,,,,,
MSI00239,609.1070,609.1059,2,[M+H]+,CID 6267647,C30H29BrN2O5S,608.09806,,,,,,,,,,,,6267647,
MSI00242,777.2055,777.2007,6,[M+Na]+,Spinosin C,C37H38O17,754.21089974,77690-93-8,,,,,HMDB0037463,,,,,,131752192,
MSI00243,796.3046,796.2960,10,[M+K]+,Cyanidin 3-O-(6-O-p-coumaroyl)glucoside-5-O-glucoside,C36H37O18,757.198,,,,,,,C12096,,,,,,
MSI00244,894.0267,894.0311,5,[M+H-2H2O]+,CID 172554,C36H26N7Na3O13S3,929.04438028,,,,,,,,,,,,172554,
MSI00247,948.9577,948.9555,2,[M+H-2H2O]+,CID 15066727,C47H26Br2Cl2N6O5,983.9688,,,,,,,,,,,,15066727,
MSI00248,504.1749,504.1744,1,[M]+,"5,5'-Dimethyl-bapta",C24H28N2O10,504.17439509,91416-19-2,,CHEBI:60889,,,,,,,,,123719,
MSI00249,651.1182,651.1182,0,[M]+,CID 15847990,C16H24BF3N6O4ReS-3,651.118241,,,,,,,,,,,,15847990,
MSI00252,727.0216,727.0255,5,[M+H-H2O]+,CID 14568076,C28H21ClN8O9S3,744.0282155,,,,,,,,,,,,14568076,
MSI00254,191.0331,191.0340,7,[M+H-H2O]+,3-[(1-Carboxyvinyl)oxy]benzoate,C10H8O5,208.0372,,,,,,,C20772,,,,,,
MSI00255,274.2739,274.2750,2,[M+NH4]+,Hexadecanoic acid,C16H32O2,256.2402,,,,,,,C00249,,,,,,
MSI00256,341.1020,341.0970,16,[M]+,4-Methylthiobutyl-desulfoglucosinolate,C12H23NO6S2,341.0967,,,,,,,C17248,,,,,,
MSI00257,376.3422,376.3422,0,[M+K]+,"(1S,2R)-2-(octylamino)-1-[4-(propan-2-ylthio)phenyl]-1-propanol",C20H35NOS,337.24393591,54767-75-8; 54063-56-8,,CHEBI:92751,,,,,,,,,657255,
MSI00258,394.1765,394.1730,10,[M+NH4]+,Riboflavin,C17H20N4O6,376.1383,,,,,,,C00255,,,,,,
MSI00259,471.1055,471.1050,2,[M+H-H2O]+,CDP-choline,C14H26N4O11P2,488.1073,,,,,,,C00307,,,,,,
MSI00260,568.1352,568.1347,1,[M]+,CID 1573184,C28H26ClFN4O4S,568.1347324,,,,,,,,,,,,1573184,
MSI00261,568.4277,568.4280,1,[M]+,Lutein B/Calthaxanthin/3'-Epilutein,C40H56O2,568.42803102,52842-48-5,,CHEBI:176081,,,HMDB0003415,,,,LMPR01070030,,10210008,
MSI00262,607.2748,607.2743,1,[M+H]+,"N-[(2R,3R)-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-2-[[methyl-[oxo-[4-(trifluoromethyl)anilino]methyl]amino]methyl]-6-oxo-3,4-dihydro-2H-1,5-benzoxazocin-10-yl]-4-oxanecarboxamide",C30H37F3N4O6,606.2665194,,,CHEBI:111686,,,,,,,,,44493416,
MSI00264,634.1829,634.1869,6,[M]+,Bodipy TR-X,C31H29BF2N4O6S,634.1868923,197306-80-2,,CHEBI:51892,,,,,,,,,10145996,
MSI00265,732.1645,732.1672,4,[M]+,CID 13823919,C34H32N6O9S2,732.16721897,,,,,,,,,,,,13823919,
MSI00266,870.5662,870.5659,0,[M]+,Pheophytin a,C55H74N4O5,870.56592147,603-17-8,,CHEBI:44898,,,,C05797,,,,,135398712,
MSI00267,916.0113,916.0146,4,[M]+,"{[(2R,3S,4R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}[({[({[({[(3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy](hydroxy)phosphoryl}oxy)(hydroxy)phosphoryl]oxy}(hydroxy)phosphoryl)oxy]phosphinic acid",C20H29N10O22P5,916.01459758,41708-91-2,,CHEBI:184894,,,HMDB0001192,,,,,,53477724,
MSI00268,357.1331,357.1333,1,[M]+,"1-[2-(2,5-dimethyl-1H-indol-3-yl)ethyl]-3-methyl-1-(thiophen-2-ylmethyl)thiourea",C19H23N3S2,357.13334009,,,CHEBI:107527,,,,,,,,,2157872,
MSI00269,412.0872,412.0868,1,[M]+,CID 30589863,C22H14N5O2S-,412.08682088,,,,,,,,,,,,30589863,
MSI00270,435.9715,435.9742,6,[M]+,"(5Z)-5-benzylidene-3-{[(4-iodophenyl)amino]methyl}-1,3-thiazolidine-2,4-dione",C17H13IN2O2S,435.97425,,,,,,,,,,,,2261987,
MSI00271,467.1564,467.1560,2,[M+Na]+,"(13S,14R)-1,8-Dihydroxy-13-O-acetyl-N-methylcanadine",C23H26NO8,444.1658,,,,,,,C21589,,,,,,
MSI00273,726.9843,726.9820,3,[M+K]+,Dcb-dbvdu,C25H18Br2Cl2N2O7,687.88373,110326-07-3,,,,,,,,,,,188377,
MSI00276,199.0747,199.0720,14,[M-H2O+NH4]+,Clavulanic acid,C8H9NO5,199.0481,,,,,,,C06662,,,,,,
MSI00277,261.0372,261.0410,13,[M+Na]+,7-Chloro-L-tryptophan,C11H11ClN2O2,238.0509,,,,,,,C19687,,,,,,
MSI00278,263.1389,263.1396,3,[M+H]+,L-prolyl-L-phenylalanine,C14H18N2O3,262.13174244,NOCAS_874553; 13589-02-1,,CHEBI:74795,,,HMDB0011179,,,,,,6351946,
MSI00279,287.1829,287.1820,3,[M+K]+,"7,8-Dihydropyrene-8-carboxylate",C17H12O2,248.0837,,,,,,,C18273,,,,,,
MSI00280,331.0421,331.0419,1,[M]+,CID 30502532,C13H18BrNO4,331.04192,,,,,,,,,,,,30502532,
MSI00281,397.2716,397.2719,1,[M+H]+,1-Hexadecyl-glycero-3-phosphate,C19H41O6P,396.26407602,52603-03-9,,CHEBI:63818,,,HMDB0062325,,,,LMGP10060005,,11825433,
MSI00282,525.1216,525.1206,2,[M]+,"methyl 7-methyl-5-(3-nitrophenyl)-3-oxo-2-[(3,4,5-trimethoxyphenyl)methylidene]-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxylate",C25H23N3O8S,525.12058587,,,,,,,,,,,,23962919,
MSI00283,585.1434,585.1432,0,[M+H]+,beta-D-galactosyl-(1->3)-6-O-phosphono-beta-D-galactosyl-(1->4)-alpha-D-mannose,C18H33O19P,584.13536582,,,CHEBI:59615,,,,,,,,,46224575,
MSI00284,656.2552,656.2554,0,[M+NH4]+,"4'-Hydroxy-5,7,2'-trimethoxyflavanone 4'-rhamnosyl-(1->6)-glucoside",C30H38O15,638.2210705,,,CHEBI:187373,,,,,,,LMPK12140461,,42608018,
MSI00286,810.1148,810.1125,3,[M+H-2H2O]+,2-methylbut-2-enoyl-CoA,C26H38N7O17P3S-4,845.12577494,,,CHEBI:57260,,,,,,,,,45266534,Tiglyl-CoA
MSI00289,942.1844,942.1980,15,[M+Na]+,Cobalt-sirohydrochlorin,C42H44CoN4O16,919.2084,,,,,,,C11538,,,,,,
MSI00290,268.1039,268.1050,3,[M+H]+,Deoxyguanosine,C10H13N5O4,267.0968,,,,,,,C00330,,,,,,
MSI00291,367.1002,367.1005,1,[M+Na]+,"4',6'-Dihydroxy-2'-methoxyacetophenone 6'-glucoside",C15H20O9,344.11073221,241814-62-0,,CHEBI:140767,,,HMDB0034862,,,,,,131751630,
MSI00292,392.2544,392.2563,5,[M]+,"20, 22-Dihydrodigoxigenin",C23H36O5,392.25627424,,,CHEBI:175960,,,HMDB0060730,,,,,,131769932,
MSI00293,402.0779,402.0778,0,[M]+,CID 18597460,C17H21ClNO6S-,402.0778113,,,,,,,,,,,,18597460,
MSI00294,495.9617,495.9623,1,[M]+,CID 10505418,C17H10N2Na2O9S2,495.96231081,,,,,,,,,,,,10505418,
MSI00295,541.3025,541.3026,0,[M+H]+,"1-[(2R,3S)-2-[[1,3-benzodioxol-5-ylmethyl(methyl)amino]methyl]-5-[(2R)-1-hydroxypropan-2-yl]-3-methyl-6-oxo-2,3,4,7-tetrahydro-1,5-benzoxazonin-9-yl]-3-propan-2-ylurea",C29H40N4O6,540.29478501,,,CHEBI:125836,,,,,,,,,44501153,
MSI00296,586.2953,586.3030,13,[M-H2O+NH4]+,(3Z)-Phycocyanobilin,C33H38N4O6,586.2791,,,,,,,C05786,,,,,,
MSI00297,622.2485,622.2489,1,[M+Na]+,Glycyl-tyrosyl-tyrosyl-prolyl-threonine,C29H37N5O9,599.25912777,142155-24-6,,CHEBI:187780,,,,,,,,,192319,
MSI00298,845.0934,845.0942,1,[M+NH4]+,SNIR1 dye,C34H35IKN3O7S2,827.05982,,,CHEBI:52263,,,,,,,,,44176428,
MSI00299,960.1620,960.1650,3,[M+H]+,6-Hydroxyferuloyl-CoA,C31H44N7O20P3S,959.1575,,,,,,,C21459,,,,,,
MSI00300,184.0558,184.0558,0,[M]+,3-((2-Methyl-3-furyl)thio)-2-butanone,C9H12O2S,184.05580079,61295-44-1,,CHEBI:168706,,,HMDB0032401,,,,,,12980878,
MSI00301,217.1336,217.1314,10,[M]+,Levocarnitine propionate,C10H19NO4,217.13140809,20064-19-1; 17298-37-2,,CHEBI:53210,,DB15980,HMDB0000824,,,,LMFA07070005,,188824,
MSI00302,556.0666,556.0710,8,[M+Na]+,CDP-abequose,C15H25N3O14P2,533.0812,,,,,,,C01788,,,,,,
MSI00304,727.0284,727.0287,0,[M+H-2H2O]+,Ceftaroline fosamil acetate,C24H27N8O11PS4,762.0419754,400827-55-6; 229016-73-3; 400827-46-5; 866021-48-9,,CHEBI:70714,,,,,,,,,16007393,
MSI00305,727.0457,727.0464,1,[M+NH4]+,Sodium;2-[2-[carboxylatomethyl-[[2-methyl-3-oxido-5-(phosphonatooxymethyl)pyridin-4-yl]methyl]amino]ethyl-[[2-methyl-3-oxido-5-(phosphonatooxymethyl)pyridin-4-yl]methyl]amino]acetate;hydron;manganese(2+),C22H25MnN4NaO14P2-4,709.012063,140678-14-4,,,,,,,,,,,156588466,
MSI00307,134.8636,134.8630,4,[M+H-H2O]+,Chromium(III) oxide,Cr2O3,151.865753,1308-38-9; 196696-68-1,,CHEBI:48242,,,,,,,,,517277,Chromium(III) oxide
MSI00309,261.1233,261.1239,2,[M]+,Methohexital(1-),C14H17N2O3-,261.12391741,,,CHEBI:60792,,,,,,,,,4659391,
MSI00310,332.1089,332.1096,2,[M]+,"1-(Phenylmethyl)-4-(phenylmethylthio)pyrazolo[3,4-d]pyrimidine",C19H16N4S,332.1095677,,,CHEBI:115723,,,,,,,,,3842823,
MSI00311,359.3156,359.3100,15,[M+H-2H2O]+,"Ergosta-5,7,22,24(28)-tetraen-3beta-ol",C28H42O,394.3236,,,,,,,C05440,,,,,,
MSI00312,445.0380,445.0377,1,[M+H]+,Tetrakis(acetyloxy)plumbane,C8H12O8Pb,444.02987,,,CHEBI:77245,,,,,,,,,16684437,
MSI00313,475.1767,475.1777,2,[M]+,Tyr-Met-Tyr,C23H29N3O6S,475.17770683,,,CHEBI:165913,,,,,,,,,25169514,
MSI00314,610.1862,610.1770,15,[M-H2O+NH4]+,Rutin,C27H30O16,610.1534,,,,,,,C05625,,,,,,
MSI00315,622.2119,622.2109,2,[M]+,Suffruticoside E,C26H38O17,622.21089974,,,,,,,,,,,,10031835,
MSI00316,622.2781,622.2890,18,[M+NH4]+,N-Demethyl-desepoxyansamitocin P-3,C31H41ClN2O8,604.2551,,,,,,,C20137,,,,,,
MSI00317,638.0827,638.0827,0,[M]+,Beticolin 2,C31H23ClO13,638.0827185,137622-91-4,,,,,,,,,,,160025,
MSI00318,644.0457,644.0510,8,[M+Na]+,UDP-N-acetyl-D-galactosaminuronic acid,C17H25N3O18P2,621.0608,,,,,,,C13952,,,,,,
MSI00319,668.0927,668.0918,1,[M]+,CID 12090543,C18H40Cl5CoN8O4,668.091759,,,,,,,,,,,,12090543,
MSI00321,793.1373,793.1360,2,[M+Na]+,"[({[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy}(hydroxy)phosphoryl)oxy]({[(2R,3S,4R,5R)-5-[(4S)-3-carbamoyl-4-(pyridin-4-ylcarbonyl)-1,4-dihydropyridin-1-yl]-3,4-dihydroxyoxolan-2-yl]methoxy})phosphinic acid",C27H32N8O15P2,770.14623634,,,,,,,,,,,,449263,
MSI00323,872.5756,872.5779,3,[M]+,"PI(O-16:0/22:4(7Z,10Z,13Z,16Z))",C47H85O12P,872.57786514,,,CHEBI:186428,,,,,,,LMGP06020018,,52928432,
MSI00324,911.0005,910.9993,1,[M-H2O+NH4]+,"P(1),P(5)-Di(adenosine-5'-)pentaphosphate",C20H24N10O22P5-5,910.97547242,50304-44-4,,CHEBI:62041,,,,,,,,,45479437,
MSI00325,911.9939,911.9907,3,[M+K]+,2-docosyl-3-hydroxy-heptatriaconta-16Z-enoic acid,C59H116O3,872.89244756,,,,,,,,,,LMFA01160031,,138454172,
MSI00327,136.0618,136.0610,6,[M-H2O+NH4]+,Threonate,C4H8O5,136.0372,,,,,,,C01620,,,,,,
MSI00329,271.0214,271.0180,14,[M+H-2H2O]+,4-Carboxy-4'-sulfoazobenzene,C13H10N2O5S,306.031,,,,,,,C06673,,,,,,
MSI00331,366.1090,366.1103,4,[M]+,Glycyrrhizaisoflavone B,C21H18O6,366.11033829,197304-07-7,,CHEBI:175696,,,HMDB0036556,,,,,,10546844,
MSI00332,404.1604,404.1605,0,[M+Na]+,Bevantolol hydrochloride,C20H28ClNO4,381.1706861,42864-78-8,,CHEBI:31282,,,,,,,,,39324,
MSI00333,436.1650,436.1610,10,[M-H2O+NH4]+,Phlorizin,C21H24O10,436.1369,,,,,,,C01604,,,,,,
MSI00334,510.2188,510.2188,0,[M]+,CID 22443632,C28H34N2O5S,510.21884336,,,,,,,,,,,,22443632,
MSI00335,569.1799,569.1808,2,[M]+,Astin C,C25H33Cl2N5O6,569.1807892,148057-23-2,,,,,,,,,,,137796970,
MSI00336,622.0383,622.0353,5,[M]+,"[(2R,3R,4S,5R,13R,14R,15R,16R)-24-amino-3,4,8,10,14-pentahydroxy-8,10-dioxo-7,9,11,25,26-pentaoxa-17,19,22-triaza-1-azonia-8lambda5,10lambda5-diphosphapentacyclo[18.3.1.12,5.113,16.017,21]hexacosa-1(24),18,20,22-tetraen-15-yl] dihydrogen phosphate",C15H23N5O16P3+,622.03526566,,,CHEBI:76081,,,,,,,,,71768120,
MSI00337,622.2406,622.2408,0,[M+Na]+,"2-[(2R,4aS,12aR)-8-[[(2-chloroanilino)-oxomethyl]amino]-5-methyl-6-oxo-2,3,4,4a,12,12a-hexahydropyrano[2,3-c][1,5]benzoxazocin-2-yl]-N-[3-(4-morpholinyl)propyl]acetamide",C30H38ClN5O6,599.2510616,,,CHEBI:102522,,,,,,,,,54654544,
MSI00338,622.2881,622.2863,3,[M]+,"N-benzyl-2-[(2R,3S,4R,5S)-3-[hydroxy(dimethyl)silyl]-4-methyl-5-[2-[3-(2-oxobenzo[cd]indol-1-yl)phenyl]ethyl]oxolan-2-yl]-N-(2-hydroxyethyl)acetamide",C37H42N2O5Si,622.28629898,,,,,,,,,,,,23901827,
MSI00339,656.0628,656.0635,1,[M+H]+,Yo-Pro-3,C26H31I2N3O,655.05566,,,CHEBI:51607,,,,,,,,,25137877,
MSI00340,715.5785,715.5820,5,[M+H-2H2O]+,3-Nonaprenyl-4-hydroxybenzoate,C52H78O3,750.5951,,,,,,,C03885,,,,,,
MSI00341,752.3001,752.2920,11,[M+H-2H2O]+,Nogalamycin,C39H49NO16,787.3051,,,,,,,C18633,,,,,,
MSI00345,894.5398,894.5384,2,[M-H2O+NH4]+,Chlorophyll d,C54H70MgN4O6,894.5145777,519-63-1,,CHEBI:38199,,,HMDB0037256,,,,,,16070025,
MSI00346,943.1905,943.2070,18,[M+NH4]+,3-Hydroxypimeloyl-CoA,C28H46N7O20P3S,925.1731,,,,,,,C06714,,,,,,
MSI00349,123.1362,123.1372,8,[M+NH4]+,N-hydroxyputrescine(1+),C4H13N2O+,105.102788042,,,CHEBI:180909,,,,,,,,,91820388,
MSI00359,149.0785,149.0810,20,[M+H]+,"(R)-2,3-Dihydroxy-3-methylpentanoate",C6H12O4,148.0736,,,,,,,C06007,,,,,,
MSI00360,151.1535,151.1507,18,[M+K]+,Sorbic acid,C6H8O2,112.052429494,110-44-1; 22500-92-1; 161814-42-2; 91751-55-2,,CHEBI:35962,,,HMDB0029581,,,,LMFA01030100,,643460,Sorbic_acid
MSI00366,169.1049,169.1080,18,[M+Na]+,4-Trimethylammoniobutanoate,C7H16NO2,146.1181,,,,,,,C01181,,,,,,
MSI00369,280.1330,280.1340,3,[M+H-2H2O]+,3'-Hydroxy-N-methyl-(S)-coclaurine,C18H21NO4,315.1471,,,,,,,C05202,,,,,,
MSI00370,303.9460,303.9471,4,[M]+,Ortho-iodobenzoylglycinate,C9H7INO3-,303.94707,,,CHEBI:140410,,,,,,,,,4745086,
MSI00371,308.0917,308.0916,0,[M+H]+,gamma-Glutamylcysteinylglycine,C10H17N3O6S,307.08380644,70-18-8,,CHEBI:177535,,,,,,,,,745,
MSI00372,359.0378,359.0380,1,[M+Na]+,Nicotinate D-ribonucleotide,C11H15NO9P,336.0484,,,,,,,C01185,,,,,,
MSI00373,361.0531,361.0530,1,[M+Na]+,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide,C9H15N4O8P,338.0628,,,,,,,C04677,,,,,,
MSI00374,377.0478,377.0480,0,[M+H-H2O]+,Epithienamycin F,C13H18N2O8S2,394.0505,,,,,,,C17399,,,,,,
MSI00375,421.0751,421.0770,5,[M-H2O+NH4]+,Glucoerucin,C12H23NO9S3,421.0535,,,,,,,C08409,,,,,,
MSI00376,432.1379,432.1389,2,[M]+,Captopril disulphide,C18H28N2O6S2,432.13887896,,,CHEBI:53236,,,,,,,,,163066,
MSI00377,472.1071,472.1069,0,[M]+,"(3R)-1-(3,5-dichlorophenyl)-3-(4-oxo-1-phenyl-1,3,8-triazaspiro[4.5]decan-8-yl)pyrrolidine-2,5-dione",C23H22Cl2N4O3,472.106896,,,,,,,,,,,,1509161,
MSI00378,502.1971,502.1990,3,[M+K]+,7-Methylthioheptyl glucosinolate,C15H29NO9S3,463.1004,,,,,,,C17252,,,,,,
MSI00379,620.0812,620.0770,7,[M]+,"UDP-2-acetamido-3-amino-2,3-dideoxy-alpha-D-glucuronate",C17H26N4O17P2,620.0768,,,,,,,C20359,,,,,,
MSI00380,636.0545,636.0501,7,[M]+,Lifitegrast sodium,C29H23Cl2N2NaO7S,636.0500719,1119276-80-0,,,,,,,,,,,56963348,
MSI00381,684.2863,684.2845,3,[M]+,"1-[(3R,9R,10R)-9-[[(3,4-dichlorophenyl)methyl-methylamino]methyl]-12-[(2R)-1-hydroxypropan-2-yl]-3,10-dimethyl-13-oxo-2,8-dioxa-12-azabicyclo[12.4.0]octadeca-1(14),15,17-trien-16-yl]-3-phenylurea",C36H46Cl2N4O5,684.284526,,,CHEBI:127998,,,,,,,,,54616675,
MSI00382,727.0554,727.0535,3,[M+Na]+,n-Ethyl-(2-benzyloxycarbonylamino-ethyl)-perfluorooctylsulfonic acid amide,C20H17F17N2O4S,704.063757,,,,,,,,,,,,17869034,
